player_id,player_name,username,age,city,country,email,phone,game_title,genre,platform,device,game_mode,rank_tier,subscription_type,account_created_date,last_login_date,account_age_days,hours_per_week,total_hours_played,total_matches_played,total_wins,total_losses,win_rate_%,kd_ratio,avg_score_per_match,session_length_mins,achievements_unlocked,friends_count,total_spend_INR,num_in_app_purchases,purchase_type,payment_method,player_rating,toxicity_reports,guild_member,streams_content,churn_risk
PLR0035041,  Anna Schmidt  ,ANNA_SCHMIDT_NOOB,-23,Dubai,UAE,anna.schmidt@yahoo.com,9238330065,Candy Crush,Casual,pc,Android,,Master,N/A,2018-04-18T00:00:00Z,06.07.2022,-1540,22.0,3960.0,65,49,,NULL,2.2,866.3,157,46,346,₹13327.63,38,N/A,N/A,,13,YES,no,medium
N/A,Kenji Iyer,kenji_iyer_yt,18,Ahmedabad,INDIA,kenji.iyeryahoo.com,9292656124,Valorant,n/a,PC ,MacOS,,Gold ,premium,2016-06-26T00:00:00Z,03/19/19,996,32.6,5085.6 hrs,311,239,72,,3.7,3238.3,143,70,89,N/A,57,N/A,N/A,1.7,N/A,Y,false,High
PLR0049294,Disha Kumar,disha_kumar123,31,San Francisco,USA,disha.kumar@hotmail.com,9611117606,NULL,MOBA,PC ,WINDOWS,Team,Unranked,PREMIUM,2019/06/12,17 December 2021,919,9.3,102.3,3491,532,2959,15.2,5.3,4663.8,-292,141,32,441.31,13,Season Pass,Gift Card,4.0,19,Y,1,N/A
PLR0011499,Riya Singh,riya_singh_pro,-32,Chennai,India,riya.singh@gmail.com,9583565612,unknown,MOBA,Playstation,iOS,Duo,,PREMIUM,30 December 2017,07 March 2022,1528,33.2,3685.2,3558,41,3517,1.2,1.9,2453.6,220,77,171,12036.37,34,,Wallet,4.7,17,true,true,medium
PLR0047263,Yuki Das,,25,Dubai,,NULL,9241804663,PUBG PC,Strategy,None,Mac,N/A,platinum,N/A,NULL,January 2021,1261,NULL,-251.6,3439,2775,664,80.7,0.2,4726.9,999999,-52,101,10858.19,70,FULL GAME,Credit Card,2.8,18,True,0,low
PLR0038523,Vikram Malhotra,vikram_malhotra_ff,24 yrs,Paris,France,vikram.malhotra@gmail.com,9396109350,Minecraft,Horror,PC,Windows,SQUAD,Unranked,N/A,16.02.2020,03-09-2021,999999,58.9 hrs,8599.4,4036,N/A,1221,69.7,6.3,3722.4,243,106,300,13399.09,11,,Gift Card,5.6,10,yes,0,medium
PLR0046809,An@ny@ Iyer,,29,London,N/A,N/A,91887-68054,Dota 2,Simulation,Nintendo Switch,android,Duo,Master,premium,03 December 2021,2022/03/05,92,-39.8,7920.2,3117,651,,20.9,3.0,405.5,71,49,67,,NULL,in-app purchase,Credit Card,3.6,8,0,no,low
PLR0041935,Siddharth Müller,siddharth_müller_gamer,32,Los Angeles,USA,NULL,9934950772,Unknown,RPG,pc,MacOS,SQUAD,Master,premium,2016-12-26T00:00:00Z,,1382,31.9,4147.0,1126,943,N/A,83.7,,3187.7,138,127,327,Rs.8537.95,14,Season Pass,Net Banking,1.6,18,N,True,High
,Ana Brown,ana_brown999,26,Hamburg,Germany,ana.brown@yahoo.com,9989199354,Fortnite,Sports,PlayStation,iOS,Duo ,N/A,Elite,28 September 2020,21 May 2022,600,23.3,768.9,1711,779,932,45.5,6.3,3967.9,256,129,80,,28,DLC,Gift Card,2.2,30,false,N,low
PLR0035482,YASH JOSHI,yash_joshixX,33,Lucknow,India,yash.joshi@outlook,9483778,GTA V,FPS,pc,IOS,solo,Gold ,premium,02/09/21,09-05-2023,819,33.8,4563.0,2983,999999,531,82.2,4.3,4637.1,280,104,306,2326.82,48,Subscription,wallet,4.9,-8,yes,No,HIGH
PLR0037887,Riya Reddy,riya_reddy_gamer,23,Hamburg,Germany,riya.reddy@yahoo.com,9506577243,Minecraft,FPS,Xbox,Console,squad,Gold ,PREMIUM,May 2016,2019/07/08,1136,37.3,7198.9,1164,632,532,54.3,2.5,2103.9,75,N/A,-333,N/A,30,In-App Purchase,NULL,5.0,6,true,YES,Low
PLR0011031,Siddharth Chopra,siddharth_chopra999,N/A,Sao Paulo,Brazil,siddharth.chopra@hotmail.com,9012196475,Call of Duty Mobile,Battle Royale,Mobile,Console,N/A,Diamond,n/a,N/A,April 2021,1444,44.8,5913.6,974,709,265,72.8,2.9,3018.5,180,-150,280,11114.43,43,Subscription,Debit Card,2.8,20,True,Y,High
PLR0000432,Sofia Joshi,sofia_joshi999,22,Rio de Janeiro,Brazil,sofia.joshi@gmail.com,9953003603,Valorant,Simulation,pc,Console,Team,Diamond,Free ,N/A,24-02-2019,1145,45.8,1374.0,,163,1604,9.2,4.2,3776.9,214,,499,,24,Subscription,Debit Card,-0.4,18,yes,true,
PLR0010410,Hiroshi Schmidt,hiroshi_schmidtxX,27,Rio de Janeiro,Brazil,hiroshi.schmidt@yahoo.com,9877299499,GTA V,Simulation,pc,android,solo,N/A,Premium,2021-04-01T00:00:00Z,December 2021,,4.8,48.0,2361,1359,1002,57.6,1.7,2579.1,96,2,,396.22,-79,,wallet,4.2,0,Yes,YES,
PLR0006540,AVA MARTIN,ava_martin999,34,Delhi,India,ava.martin@yahoo.com,9478163080,8 Ball Pool,Battle Royale,NULL,None,Team,Platinum,premium,2017/10/20,04-06-2022,1688,39.2,1489.6,1318,48,1270,3.6,4.1,4834.0,85,51,328,7007.41,9,N/A,Gift Card,3.4,24,true,Yes,Medium
PLR0018465,Disha Garcia,DISHA_GARCIA_NOOB,24,Mumbai,India,disha.garcia@@yahoo.com,9358437729,Apex Legends,MOBA,Mobile,Android,N/A,SILVER,NULL,26 March 2017,2021/08/12,1600,41.5,7345.5,4596,2258,N/A,49.1,3.1,3318.8,64,145,NULL,5709.53,60,dlc,Wallet,4.0,25,N,True,High
PLR0043890,Av@ N@ir,ava_nair_yt,20,Los Angeles,USA,ava.nair@yahoo,9736881039,PUBG PC,Strategy,Nintendo Switch,Windows,Team,N/A,Premium,13-11-2017,19 March 2019,491,N/A,2373.6 hrs,3577,N/A,1132,68.4,2.5,2091.9,148,57,53,$5.09,12,Full Game,,3.8,22,0,N,High
PLR0046589,Aditya Nair,aditya_nair,-33,Marseille,France,aditya.nair@hotmail.com,9152841939,Call of Duty Mobile,Sports,mobile ,Android,solo,NULL,Elite,24-02-2018,2020/10/17,966,5.7,99999,3082,2195,NULL,71.2,5.2,3661.9,258,13,7,899.58,45,NA,Wallet,4.7,-2,YES,Yes,N/A
PLR0045246,Adity@ Sh@rm@,ADITYA_SHARMA_FF,33,London,uk,aditya.sharma@yahoo.com,9256753963,Minecraft,Sports,PC,Android,Duo,N/A,pro,14.11.2017,09/14/19,,9.5,627.0,872,563,309,NULL,5.9,4931.2,61,121,12,N/A,-50,unknown,,3.6,-8,Y,True,Low
PLR0018672,Disha Tanaka,,15,New York,USA,disha.tanaka@outlook.com,9621419916,n/a,Strategy,PC ,Console,Solo,,Free,03/24/15,04-05-2019,1502,36.0,4428.0,2925,1368,1557,120.9,3.3,2620.3,117,133,242,5032.49,13,in-app purchase,wallet,4.6,30,False,false,low
PLR0026614,Aditya Johnson,  aditya_johnson_yt,30,San Francisco,USA,aditya.johnson@hotmail.com,9028036235,GTA V,Simulation,PlayStation,Console,SQUAD,platinum,N/A,2018/05/05,25-05-2022,1481,55.8,1729.8,4095,1271,2824,31.0,1.5,2766.2,96,48,999999,13274.9,49,N/A,upi,2.6,N/A,Yes,false,N/A
PLR0015159,James Iyer,james_iyer_ff,26 yrs,Marseille,France,,+91-9703271322,none,Fighting,MOBILE,iOS,Squad,Grandmaster,PREMIUM,2017-11-08T00:00:00Z,04.03.2022,1577,36.6,99999,370,226,144,61.1,7.9,N/A,181,87,118,11194.75.00,36,N/A,Net Banking,N/A,9,no,NO,Medium
PLR0040456,Sneha Müller,SNEHA_MÜLLER_FF,-18,Toronto,Canada,sneha.müller@hotmail.com,XXXXXXXXXX,Fortnite,Horror,mobile ,android,,Bronze,Pro,18 November 2017,10 September 2022,1757,N/A,3493.3,3986,2712,N/A,,3.0,-10.1,32,78,460,5346.74,72,Season Pass,Debit Card,3.8,N/A,false,1,Medium
PLR0003235,Anna Oliveira,N/A,30,Dubai,,anna.oliveira@hotmail.com,9772184,Free Fire,Sports,Nintendo Switch,Mac,N/A,platinum,pro,October 2019,2021-06-30T00:00:00Z,613,43.1,3491.1,-2760,1258,1502,45.6,7.0,1118.9,41,91,203,4467.06,67,Subscription,Net Banking,3.4,10,1,false,HIGH
PLR0022050,Anna Shah,anna_shah_gamer,14,Lucknow,India,anna.shah@gmail,9649157992,Genshin Impact,Strategy,Nintendo Switch,IOS,Duo,Diamond,pro,NULL,20-10-2020,-814,11.9,1463.7,2720,-695,2025,25.6,5.7,1772.6,112,130,,9999999,66,DLC,,3.9,21,N,True,Medium
PLR0019763,Marie Martin,MARIE_MARTIN123,18,Manchester,UK,marie.martin@yahoo.com,,-,FPS,MOBILE,MacOS,SQUAD,Platinum,free,May 2017,27-07-2019,800,5.9,354.0,999999,263,929,22.1,4.5,2472.3,N/A,53,495,-12183.33,40,None,UPI,4.1,-18,false,yes,low
PLR0045836,Marie Reddy,,-30,Sao Paulo,Brazil,marie.reddy@hotmail.com,+91-9870033751,GTA V,Horror,mobile ,Console,Team,Grandmaster,N/A,04-06-2017,20.10.2020,1234,23.2,951.2,,687,3877,15.1,-5.7,2475.7,-161,95,11,5425.9,3,N/A,CREDIT CARD,,3,True,yes,None
PLR0040719,Kavya Smith,kavya_smith,35,Manchester,UK,N/A,9962901664,PUBG PC,Battle Royale,MOBILE,Android,Duo,Silver,None,04 August 2020,2023-04-26T00:00:00Z,995,46.8,702.0,-1044,N/A,648,37.9,3.0,3001.2,29,25,181,9345.77,1,DLC,Credit Card,2.4,10,YES,false,N/A
PLR0012601,Kenji Singh,KENJI_SINGH123,31,Los Angeles,usa,kenji.singh@hotmail.com,9984759303,Genshin Impact,Casual,Nintendo Switch,Mac,Team,Diamond,Elite,23-01-2017,,1563,,123.2,926,494,432,53.3,1.1,4163.5,74,67,99,1148.01,48,Season Pass,wallet,4.9,21,yes,no,HIGH
PLR0019914,Meera Williams,meera_williams999,-31,Montreal,Canada,NULL,9885494698,League of Legends,Horror,mobile ,android,squad,Gold ,free,,December 2021,1714,16.3,749.8,1607,468,1139,29.1,1.7,2994.1,135,,259,Rs.13285.05,59,in-app purchase,Wallet,,4,YES,NO,
PLR0006439,Yuki Singh,YUKI_SINGH_NOOB,-23,Delhi,India,yuki.singh@outlook.com,9022693466,BGMI,Fighting,PC ,MacOS,SQUAD,SILVER,Free ,12.08.2021,2021/12/12,122,31.7,99999,2190,852,1338,38.9,7.5,398.5,111,116,232,3095.48,-26,Subscription,Debit Card,,21,1,NO,High
PLR0005042,Pierre Reddy,PIERRE_REDDY,30,Rio de Janeiro,Brazil,pierre.reddy@hotmail,9036355063,Free Fire,Battle Royale,PC,Mac,SQUAD,Diamond,PREMIUM,NULL,2023/05/10,N/A,-32.3,1938.0,N/A,NULL,592,74.9,3.6,4636.8,152,9,100,2236.43,17,,,2.5,22,0,No,Low
PLR0011172,Sneha Das,sneha_dasxX,29,London,UK,sneha.das@gmail.com,9048051284,Genshin Impact,Fighting,PC ,WINDOWS,solo,Gold,PREMIUM,2018/02/17,June 2020,856,59.7,5373.0,1096,12,1084,1.1,0.1,5022.5,-183,104,138,12027.51,14,DLC,Wallet,3.3,17,0,YES,
PLR0001567,Anna Dubois,anna_dubois_bg,19,Lucknow,India,anna.dubois@hotmail.com,9256874093,GTA V,Sports,PlayStation,Windows,solo,Unknown,Free,01-07-2018,2023-08-09T00:00:00Z,1865,-47.1,6311.4,N/A,N/A,130,53.9,2.4,N/A,187,53,,12018.52,62,DLC,N/A,3.4,16,Y,no,
PLR0004669,Kenji Garcia,kenji_garciaxX,27,Marseille,France,kenji.garcia@hotmail.com,9833000207,League of Legends,Casual,Xbox,MacOS,Squad,SILVER,Elite,11/02/20,,754,16.2,-1895.4,2583,2401,182,93.0,0.9,-13.2,48,37,N/A,,36,Season Pass,Debit Card,5.8,15,yes,0,Medium
PLR0010530,Arjun Sharma,arjun_sharma999,24,Marseille,France,arjun.sharma@outlook.com,9554755620,8 Ball Pool,Strategy,PlayStation,IOS,Team,N/A,Pro,04-09-2022,03-12-2022,90,11.2,2217.6,-931,299,632,32.1,7.6,573.6,N/A,147,149,4190.4,64,dlc,Credit Card,4.5,NULL,no,true,Medium
PLR0004174,Vikram Iyer,vikram_iyer999,31,Vancouver,canada,vikram.iyer@hotmail.com,9426785513,8 Ball Pool,Horror,Mobile,android,solo,Gold,N/A,2018/12/08,28-09-2020,660,44.7,7420.2,4238,1040,3198,24.5,6.6,2394.7,299,131,365,13468.1,78,FULL GAME,CREDIT CARD,5.0,30,yes,no,low
PLR0027414,Aditya Jones,aditya_jones_gamer,-19,MUNICH,Germany,aditya.jones@outlook.com,9158115508,PUBG PC,Horror,MOBILE,Windows,Solo,Bronze,None,2021-05-05T00:00:00Z,09/12/23,860,45.7,2696.3,,758,N/A,21.3,-7.4,4191.3,28,95,125,8407.7,N/A,dlc,Debit Card,4.5,4,true,0,low
PLR0007701,AVA MALHOTRA,ava_malhotra123,33,Jaipur,India,ava.malhotra@outlook.com,9320957141,Free Fire,RPG,PC,WINDOWS,Duo,bronze,Pro,March 2021,02 January 2022,303,22.6,3073.6,4161,1625,2536,39.1,2.3,123.3,101,67,482,6392.51,32,in-app purchase,upi,2.3,7,1,1,
PLR0020872,ZARA WILLIAMS,ZARA_WILLIAMS123,27,sao paulo,Brazil,zara.williams@yahoo.com,9790027216,BGMI,Casual,pc,Mac,SQUAD,Silver,free,2016/04/19,01/14/19,1000,13.0,65.0,999999,1586,2656,37.4,5.4,4766.2,120,88,495,1558.47,72,FULL GAME,N/A,5.0,16,false,N,High
PLR0006262,Yuki Iyer,yuki_iyer_ff,30,Lucknow,India,yuki.iyer@hotmail.com,9114411206,FIFA 24,MOBA,MOBILE,Mac,Solo,Platinum,PREMIUM,2017-10-28T00:00:00Z,,1775,35.5,5147.5,1090,409,N/A,37.5,5.3,1906.1,155,79,237,9137.22,69,DLC,upi,4.7,8,yes,No,
NULL,Shivam Sharma,shivam_sharma_yt,,Melbourne,Australia,shivam.sharma@hotmail.com,9062157748,Call of Duty Mobile,RPG,Mobile,android,squad,bronze,free,September 2021,2023-10-17T00:00:00Z,761,34.9,99999,4241,359,3882,8.5,2.0,4221.0,233,,263,2210.38,1,in-app purchase,,3.2,12,0,1,Low
PLR0046510,Liam Oliveira,,35,VANCOUVER,Canada,liam.oliveira@outlook.com,9919549598,FIFA 24,MOBA,MOBILE,Windows,squad,Gold,N/A,03/27/20,06.02.2021,N/A,19.6,1568.0,987,495,492,50.2,3.8,2109.6,204,N/A,126,138.82,64,Season Pass,upi,3.1,23,False,N,low
PLR0032145,YUKI GUPTA,yuki_gupta_yt,17,Toronto,Canada,yuki.gupta@yahoo.com,+91-9520151654,Free Fire,RPG,PlayStation,Android,n/a,Unknown,Free ,2014/11/19,2019/12/03,1840,54.8,9261.2,663,,622,6.2,2.4,3532.5,248,34,163,Rs.7115.3,7,FULL GAME,UPI,2.0,5,true,yes,Low
PLR0004381,ishaan nair,ishaan_nair_noob,21,Chicago,USA,ishaan.nair@outlook.com,94968-57252,BGMI,MOBA,PlayStation,MacOS,N/A,Master,Free ,March 2018,2022/03/20,1478,54.7,6837.5,4214,2502,1712,59.4,14.5,4287.3,184,NULL,34,5361.89,46,Full Game,N/A,2.2,28,N,No,n/a
PLR0003289,Aarav Brown,aarav_brown123,14,BERLIN,GERMANY,N/A,9372641100,,Battle Royale,pc,iOS,SQUAD,Gold,Free,06 May 2017,June 2021,-1509,6.4,51.2,250,250,0,-1.1,5.5,3218.0,58,-20,147,1210.0,62,,Debit Card,4.1,15,Y,True,Low
PLR0008796,Emma Schmidt,emma_schmidt,22,LOS ANGELES,USA,emma.schmidt@@gmail.com,9782613369,PUBG PC,Fighting,MOBILE,ios,N/A,Bronze,free,05-02-2019,03.09.2021,941,8.4,1352.4,-3533,2087,1446,59.1,6.0,4943.1,106,81,114,781.65.00,61,Season Pass,wallet,1.7,13,YES,Y,High
PLR0025498,Siddharth Yamamoto,siddharth_yamamoto_gamer,17,Kyoto,Japan,siddharth.yamamoto@@outlook.com,9579616328,Genshin Impact,Battle Royale,Nintendo Switch,Android,solo,-,Free ,15.01.2020,N/A,293,49.2,4920.0,3988,2678,1310,67.2,2.0,1871.8,-62,NULL,4,7843.69,12,Subscription,Wallet,1.9,1,Yes,false,Medium
PLR0010982,Liam Gupta,liam_gupta123,21,Sao Paulo,,liam.gupta@gmail.com,9116700467,League of Legends,RPG,Playstation,ios,Duo ,Bronze,Free,02-05-2019,17 September 2023,1599,6.5,312.0,4642,4639,3,99.9,5.4,3532.0,34,73,244,2124.23.00,23,Season Pass,upi,3.9,24,yes,YES,Low
PLR0015988,Ava Nair,ava_nair_bg,25,Sao Paulo,Brazil,ava.nair@yahoo.com,9503459510,League of Legends,Horror,Xbox,iOS,N/A,Silver,Free ,July 2016,2019/04/17,1019,NULL,5918.9,4879,817,4062,126.5,7.9,4023.0,16,145,234,5457.25,24,dlc,Gift Card,unrated,8,yes,Yes,none
PLR0041018,Priya Martin,NULL,17,Hyderabad,India,priya.martin@gmail.com,9790367268,Genshin Impact,Battle Royale,Nintendo Switch,Android,,Silver,premium,2017/11/28,NULL,-1642,41.0,3526.0,702,687,15,97.9,-10.7,2405.7,271,131,493,7086.93,17,In-App Purchase,upi,1.8,20,No,Yes,low
PLR0048983,carlos patel,carlos_patel999,25,San Francisco,USA,carlos.patel@@yahoo.com,9622022625,GTA V,Battle Royale,PC ,ios,N/A,Grandmaster,N/A,10/06/18,2022/03/21,-1262,20.2,424.2,1851,1026,825,NULL,-8.5,343.2,232,2,-188,6052.02,11,Full Game,,3.5,,False,0,n/a
PLR0047576,Vikr@m D@s,vikram_das_pro,29,New York,USA,vikram.das@outlook.com,9030007578,League of Legends,FPS,Nintendo Switch,NA,solo,,Free ,February 2014,16 May 2019,1923,59.8,11242.4,NULL,169,191,46.9,4.1,5012.1,184,25,79,8539.25,5,,CREDIT CARD,2.0,22,Y,true,Medium
PLR0034214,Marie Singh,marie_singhxX,32,Montreal,Canada,marie.singh@yahoo.com,9968300507,Free Fire,Horror,mobile ,MacOS,SQUAD,Unranked,free,13-06-2014,2019-02-03T00:00:00Z,1696,15.1,241.6 hrs,399,119,280,29.8,7.8,3927.9,264,82,281,952.69,13,,CREDIT CARD,2.7,,NO,NO,
PLR0011429,Tanya Verma,tanya_vermaxX,27,Brasilia,Brazil,tanya.verma@yahoo,9028834906,Fortnite,Battle Royale,Playstation,Windows,Duo ,bronze,-,August 2018,06-09-2019,382,24.5,-3797.5,-2086,437,N/A,20.9,8.0,1205.1,228,90,51,1645.49,62,in-app purchase,CREDIT CARD,1.9,21,False,1,High
PLR0035796,  Rohan Smith  ,rohan_smithxX,15,Toronto,Canada,N/A,9414932286,Call of Duty Mobile,none,Playstation,N/A,SQUAD,SILVER,NULL,2020-02-18T00:00:00Z,2020/07/23,N/A,20.2,3636.0,2791,292,N/A,10.5,2.2,4264.2,290,-89,,₹860.95,27,,Wallet,4.4,22,No,True,low
PLR0022479,Ethan Oliveira,ethan_oliveira_gamer,29,Pune,India,ethan.oliveira@gmail.com,9779160654,Among Us,FPS,PC ,WINDOWS,SQUAD,None,none,03 July 2022,February 2023,233,22.3,557.5,N/A,1837,,85.0,7.4,5002.6,188,86,496,8827.29,1,Full Game,Gift Card,,26,False,0,
PLR0001344,  Simran Brown  ,SIMRAN_BROWN,24,Hamburg,Germany,simran.brownhotmail.com,9503162819,Clash of Clans,FPS,Playstation,Windows,solo,Grandmaster,free,11 January 2015,16 January 2020,1831,38.8,4539.6,907,194,713,21.4,4.0,1008.7,92,48,131,Rs.3612.37,67,dlc,Gift Card,-1.2,29,N,NO,
PLR0044797,Kunal Chopra,,32,Houston,USA,N/A,9817126147,League of Legends,Fighting,MOBILE,Windows,NULL,Platinum,Premium,November 2020,November 2021,NULL,N/A,144.5,1452,1402,50,96.6,3.2,4322.0,246,999999,19,12854.24,,,Credit Card,3.7,13,Yes,No,Low
PLR0008843,Vikram Johnson,vikram_johnson_bg,25,Chennai,India,vikram.johnson@outlook.com,XXXXXXXXXX,None,MOBA,PlayStation,Console,Solo,Diamond,Elite,10/01/18,08/31/23,N/A,14.1,2129.1,4467,1251,3216,28.0,4.5,158.5,271,93,338,3856.74,21,DLC,na,1.7,14,no,YES,na
PLR0013620,Kenji Joshi,kenji_joshi,14,Rio de Janeiro,Brazil,kenji.joshi@hotmail.com,9932913126,Call of Duty Mobile,Horror,Mobile,Android,N/A,Grandmaster,N/A,05 September 2020,N/A,N/A,-14.1,1959.9,,2478,N/A,70.8,N/A,2297.3,140,43,325,2767.68,5,N/A,wallet,3.4,27,False,false,na
PLR0030267,NISHA REDDY,nisha_reddy_ff,25 yrs,lucknow,India,nisha.reddy@gmail.com,9799320189,Ludo King,FPS,null,Windows,squad,Grandmaster,premium,22 October 2015,21.09.2020,1796,43.4,3819.2,3996,1367,2629,112.1,6.7,5029.1,236,133,221,4089.99,N/A,dlc,wallet,4.4,23,no,NO,medium
PLR0023010,Ana Sharma,N/A,21,Vancouver,CANADA,ana.sharma@gmail.com,9240227282,Call of Duty Mobile,Simulation,PC ,None,Team,Gold,pro,2014/08/14,24 April 2019,1714,19.3,1100.1,2880,492,NULL,17.1,4.5,837.7,31,78,273,2826.15,NULL,Subscription,,4.2,22,YES,1,N/A
PLR0035803,K@r@n M@lhotr@,karan_malhotra123,32,Mumbai,India,karan.malhotra@gmail.com,97668-22598,Dota 2,Battle Royale,Mobile,WINDOWS,squad,,Free,January 2021,March 2022,421,23.7,-1730.1,196,999999,175,10.7,3.1,1338.1,-23,6,39,$3759.77,2,NULL,UPI,unrated,23,N,false,medium
PLR0022324,POOJA OLIVEIRA,pooja_oliveira_pro,23,brasilia,Brazil,pooja.oliveira@outlook.com,9707494024,CS:GO,Battle Royale,pc,MacOS,solo,Bronze,Free ,10/01/17,14-11-2021,1505,43.6,6496.4,3978,N/A,-2832,28.8,6.8,1849.7,109,77,75,4240.54.00,20,dlc,Net Banking,2.5,30,NO,1,
PLR0035387,Miguel Jones,N/A,16,Lyon,France,miguel.jones@outlook.com,9327379551,GTA V,MOBA,mobile ,NA,squad,N/A,PREMIUM,09/12/16,31.12.2021,1936,43.8,1051.2,NULL,1432,1758,44.9,2.6,NULL,130,14,472,14158.44,61,In-App Purchase,Net Banking,1.7,6,0,1,Medium
PLR0020225,Yash Shah,yash_shah999,13,Brasilia,Brazil,yash.shah@yahoo.com,9272073530,Minecraft,None,MOBILE,MacOS,-,N/A,Free,2019/11/08,19 May 2021,558,27.5,2667.5,999999,788,2044,27.8,22.8,4429.2,192,25,332,8249.54,-46,N/A,CREDIT CARD,3.0,0,True,YES,low
PLR0046696,Kavya Schmidt,kavya_schmidt_gamer,33,Brasilia,Brazil,kavya.schmidt@yahoo.com,9993155781,8 Ball Pool,Sports,pc,Android,Duo ,SILVER,Pro,N/A,02.03.2023,-1566,4.8,76.8,4208,999999,1297,69.2,1.4,3123.9,224,74,358,-938.18,999999,Full Game,,2.0,0,false,False,HIGH
PLR0014689,Shruti Smith,shruti_smith_pro,29,Manchester,UK,shruti.smith@gmail.com,9871667892,Call of Duty Mobile,Strategy,Mobile,IOS,Duo,Unranked,Free,04/26/14,02.03.2019,1771,18.5,N/A,4838,2063,-2775,108.3,2.5,2930.2,261,128,226,7372.82,15,FULL GAME,upi,5.5,12,N,No,N/A
PLR0038886,Ryan Silva,ryan_silvaxX,30,Chicago,USA,ryan.silvaoutlook.com,9456712108,Dota 2,MOBA,pc,iOS,Squad,Gold,premium,February 2016,May 2021,1939,47.8,764.8 hrs,359,280,79,-2.4,5.4,2016.4,156,70,,7766.37,18,dlc,Debit Card,,12,true,1,High
PLR0004956,KARAN KUMAR,karan_kumar_pro,22,Vancouver,Canada,karan.kumaryahoo.com,93268-83230,CS:GO,FPS,PC,WINDOWS,solo,bronze,premium,21 May 2019,NULL,1207,31.6,5024.4,321,51,270,15.9,0.8,3004.3,65,16,399,7621.5,4,dlc,wallet,4.7,N/A,true,False,
PLR0047368,Hiroshi Nair,hiroshi_nair_ff,-16,New York,USA,hiroshi.nair@yahoo.com,9131060345,Minecraft,Strategy,Playstation,none,Team,bronze,NULL,2013-10-31T00:00:00Z,January 2019,1914,44.7,NULL,3715,3498,217,94.2,-4.3,4093.1,999999,69,166,7900.35,76,FULL GAME,Gift Card,,17,N,NO,medium
PLR0029756,Rahul Dubois,rahul_dubois123,16,Berlin,Germany,rahul.dubois@outlook.com,9174689457,Call of Duty Mobile,RPG,pc,Mac,,platinum,Free ,2017-12-24T00:00:00Z,2020-08-25T00:00:00Z,975,11.8,2206.6,N/A,1063,733,59.2,,3126.3,127,103,43,Rs.2755.68,22,N/A,CREDIT CARD,1.6,9,Y,false,medium
PLR0017552,Ishaan Malhotra,ishaan_malhotra_ff,13 yrs,Delhi,India,ishaan.malhotra@gmail.com,9900846113,na,RPG,Playstation,Console,SQUAD,Gold ,Free,14.12.2021,June 2022,,38.6,1273.8,N/A,-1588,119,93.0,7.2,645.7,255,24,355,₹13703.9,68,In-App Purchase,Credit Card,N/A,19,N,Y,
PLR0002676,Noah Brown,,33,Delhi,India,noah.brown@outlook.com,9274555275,8 Ball Pool,Battle Royale,PlayStation,Console,,Unranked,pro,09-09-2018,27 September 2023,-1844,52.0,NULL,941,395,546,42.0,1.4,1835.4,-175,31,253,10103.24,-47,None,Wallet,6.9,10,No,0,HIGH
PLR0039210,Sofia Joshi,sofia_joshi123,27,Brisbane,Australia,sofia.joshi@hotmail.com,9306576786,-,Simulation,None,na,Squad,Gold,Elite,NULL,13-12-2021,1827,99999,1220.0 hrs,996,N/A,117,N/A,-5.3,4726.6,113,22,462,9915.46,11,None,Credit Card,4.7,28,Y,yes,N/A
PLR0003810,Emma Williams,emma_williams_bg,24,Lucknow,India,emma.williams@@yahoo.com,91263-52850,8 Ball Pool,Horror,Xbox,ios,none,SILVER,N/A,NULL,September 2019,1125,-36.8,99999,,708,788,109.1,4.4,2807.2,210,18,-467,14177.86,67,Unknown,Gift Card,2.0,17,yes,false,Low
PLR0003446,Ananya Williams,ananya_williams_ff,21,ABU DHABI,UAE,ananya.williams@yahoo.com,9127971685,GTA V,Casual,pc,MacOS,squad,platinum,free,25 August 2018,21 January 2021,880,47.2,8684.8,3320,467,2853,14.1,1.9,4240.0,101,142,N/A,,999999,In-App Purchase,Gift Card,1.8,1,true,true,High
PLR0022704,Shivam Chopra,shivam_chopraxX,25,Jaipur,INDIA,shivam.chopra@gmail.com,9628069127,FIFA 24,Strategy,Xbox,ios,Solo,Gold,PREMIUM,24-05-2015,08-03-2020,1750,13.3,1183.7,4571,458,,10.0,1.4,3609.0,268,141,416,9647.66,58,in-app purchase,upi,4.7,17,true,No,N/A
PLR0030126,Liam Smith,  liam_smith_ff,-25,Osaka,Japan,liam.smith@hotmail.com,9798332043,Pokemon GO,Casual,NULL,ios,SQUAD,Gold ,PREMIUM,12 June 2020,2021-11-28T00:00:00Z,534,1.0,99999,409,43,366,10.5,1.6,3992.5,124,68,16,3079.99,77,Subscription,upi,4.0,1,N,N,Low
PLR0002173,Arjun Iyer,arjun_iyer999,28,Hamburg,Germany,arjun.iyer@hotmail.com,9956652047,Valorant,Strategy,na,Console,,Master,Free,NULL,NULL,231,51.1,4343.5,4907,4668,239,95.1,2.0,672.0,229,74,208,₹11888.47,30,Season Pass,wallet,4.2,23,1,Yes,High
